timestamp,model_type,epoch,train_loss,val_loss
2024-12-02 01:42:41,batchensemble,0,1.773745736297296,48.75
2024-12-02 01:48:12,batchensemble,1,1.421127856385951,54.99
2024-12-02 01:53:45,batchensemble,2,1.2861445533985993,58.42
2024-12-02 01:59:24,batchensemble,3,1.1994629836812312,60.14
2024-12-02 02:05:03,batchensemble,4,1.1337877822165587,62.9
2024-12-02 02:10:43,batchensemble,5,1.0920119875547838,63.9
2024-12-02 02:16:24,batchensemble,6,1.0531379942383086,63.74
2024-12-02 02:22:05,batchensemble,7,1.0244141576849684,65.66
2024-12-02 02:27:46,batchensemble,8,0.9997549507082725,65.6
2024-12-02 02:33:26,batchensemble,9,0.9810947429160682,66.91
2024-12-02 02:39:02,batchensemble,10,0.9645449139025747,67.15
2024-12-02 02:44:38,batchensemble,11,0.9478495601488619,67.66
2024-12-02 02:50:14,batchensemble,12,0.9336135749305997,67.42
2024-12-02 02:55:48,batchensemble,13,0.9207581832092635,67.8
2024-12-02 03:01:22,batchensemble,14,0.9115021192297643,68.23
