timestamp,model_type,epoch,train_loss,val_loss
2024-12-02 09:36:16,batchensemble,0,2.3248425734286404,14.23
2024-12-02 09:39:03,batchensemble,1,2.2704604791135203,18.4
2024-12-02 09:41:48,batchensemble,2,2.238532005524149,21.72
2024-12-02 09:44:32,batchensemble,3,2.2077653103945205,23.91
2024-12-02 09:47:17,batchensemble,4,2.181487484854095,26.03
2024-12-02 09:50:00,batchensemble,5,2.156336357398909,27.08
2024-12-02 09:52:44,batchensemble,6,2.132361756295574,28.4
2024-12-02 09:55:27,batchensemble,7,2.1110708762188346,29.45
2024-12-02 09:58:10,batchensemble,8,2.090205336103634,30.3
2024-12-02 10:00:54,batchensemble,9,2.071563804636196,30.86
2024-12-02 10:03:39,batchensemble,10,2.0528999256844425,31.73
2024-12-02 10:06:24,batchensemble,11,2.0353038019063523,32.31
2024-12-02 10:09:10,batchensemble,12,2.018055315528597,32.64
2024-12-02 10:11:54,batchensemble,13,2.0015525963841654,33.28
2024-12-02 10:14:39,batchensemble,14,1.9866572217065461,33.82
