timestamp,model_type,epoch,train_loss,val_loss
2024-12-02 01:55:12,batchensemble,0,2.193968731529859,30.03
2024-12-02 01:57:58,batchensemble,1,1.9940717469672768,35.39
2024-12-02 02:00:44,batchensemble,2,1.8744305080297041,38.59
2024-12-02 02:03:31,batchensemble,3,1.7912068963050842,40.52
2024-12-02 02:06:18,batchensemble,4,1.729036110396288,43.04
2024-12-02 02:09:05,batchensemble,5,1.6775957090514046,44.26
2024-12-02 02:11:52,batchensemble,6,1.6332927899701255,45.25
2024-12-02 02:14:40,batchensemble,7,1.5971467555785666,46.63
2024-12-02 02:17:28,batchensemble,8,1.5654430334665337,47.47
2024-12-02 02:20:17,batchensemble,9,1.5377554406925125,48.38
2024-12-02 02:23:05,batchensemble,10,1.5111390674600795,49.14
2024-12-02 02:25:55,batchensemble,11,1.491190764368797,49.55
2024-12-02 02:28:43,batchensemble,12,1.4687902933480788,50.29
2024-12-02 02:31:32,batchensemble,13,1.4495307219271758,51.38
2024-12-02 02:34:20,batchensemble,14,1.4320650337910166,51.82
2024-12-02 01:55:12,batchensemble,0,2.193968731529859,30.03
2024-12-02 01:57:58,batchensemble,1,1.9940717469672768,35.39
2024-12-02 02:00:44,batchensemble,2,1.8744305080297041,38.59
2024-12-02 02:03:31,batchensemble,3,1.7912068963050842,40.52
2024-12-02 02:06:18,batchensemble,4,1.729036110396288,43.04
2024-12-02 02:09:05,batchensemble,5,1.6775957090514046,44.26
2024-12-02 02:11:52,batchensemble,6,1.6332927899701255,45.25
2024-12-02 02:14:40,batchensemble,7,1.5971467555785666,46.63
2024-12-02 02:17:28,batchensemble,8,1.5654430334665337,47.47
2024-12-02 02:20:17,batchensemble,9,1.5377554406925125,48.38
2024-12-02 02:23:05,batchensemble,10,1.5111390674600795,49.14
2024-12-02 02:25:55,batchensemble,11,1.491190764368797,49.55
2024-12-02 02:28:43,batchensemble,12,1.4687902933480788,50.29
2024-12-02 02:31:32,batchensemble,13,1.4495307219271758,51.38
2024-12-02 02:34:20,batchensemble,14,1.4320650337910166,51.82
2024-12-02 02:56:07,batchensemble_complex,0,2.1577468477949804,34.95
2024-12-02 03:17:44,batchensemble_complex,1,1.9071660783826088,38.73
2024-12-02 03:39:23,batchensemble_complex,2,1.7313481423319603,43.4
2024-12-02 04:01:02,batchensemble_complex,3,1.6004955282016677,46.57
2024-12-02 04:22:41,batchensemble_complex,4,1.4993096419743128,49.03
2024-12-02 04:44:18,batchensemble_complex,5,1.4198053667739945,51.68
2024-12-02 05:05:53,batchensemble_complex,6,1.35395133677794,52.9
2024-12-02 05:27:28,batchensemble_complex,7,1.2991969488104995,53.96
2024-12-02 05:49:04,batchensemble_complex,8,1.250859843833106,56.62
2024-12-02 06:10:37,batchensemble_complex,9,1.2028120245252336,57.94
2024-12-02 06:32:15,batchensemble_complex,10,1.1612719619760707,59.44
2024-12-02 06:53:50,batchensemble_complex,11,1.1227078592898894,60.15
2024-12-02 07:15:27,batchensemble_complex,12,1.0883072204127604,60.1
2024-12-02 07:37:05,batchensemble_complex,13,1.0550876229393238,61.83
2024-12-02 07:58:44,batchensemble_complex,14,1.0191497176277393,62.34
