timestamp,model_type,epoch,train_loss,val_loss
2024-12-02 01:49:05,batchensemble,0,1.7737333458297107,48.72
2024-12-02 02:00:21,batchensemble,1,1.4210251004112011,55.03
2024-12-02 02:11:40,batchensemble,2,1.285975147266777,58.44
2024-12-02 02:22:56,batchensemble,3,1.199285779072314,60.16
2024-12-02 02:34:02,batchensemble,4,1.133620915364246,62.93
2024-12-02 02:45:09,batchensemble,5,1.091859446800485,63.92
2024-12-02 02:56:15,batchensemble,6,1.053012102842331,63.78
2024-12-02 03:07:21,batchensemble,7,1.0243289957241135,65.67
2024-12-02 03:18:27,batchensemble,8,0.9996750473367925,65.6
2024-12-02 03:29:35,batchensemble,9,0.9809991848103854,66.85
2024-12-02 03:40:44,batchensemble,10,0.964451897509244,67.26
2024-12-02 03:51:51,batchensemble,11,0.947690808955504,67.7
2024-12-02 04:02:58,batchensemble,12,0.9335153315748487,67.46
2024-12-02 04:14:05,batchensemble,13,0.9207370624858506,67.78
2024-12-02 04:25:11,batchensemble,14,0.911451689746915,68.24
